product_id,product_name,product_price,category,reviews,environmental_impact_score,labor_rights_score,animal_welfare_score,corporate_governance_score
EL101038,Electronics Lay 1038,224.01,Electronics,"Stopped working after a few weeks. | Performance is smooth and fast. | Very easy to set up and operate. | Compact design and very lightweight. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use.",5.0,5.0,5.0,5.7
EL101039,Electronics Finish 1039,659.3,Electronics,"Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,6.0
EL101040,Electronics Reality 1040,390.09,Electronics,"Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Performance is smooth and fast. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101041,Electronics Yourself 1041,762.45,Electronics,"Very easy to set up and operate. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Performance is smooth and fast. | Display is sharp and vibrant. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Stopped working after a few weeks. | Overheats quickly after continuous use.",5.0,5.0,5.0,6.1
EL101042,Electronics Risk 1042,32.01,Electronics,"Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Very easy to set up and operate. | Compact design and very lightweight. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.0
EL101043,Electronics Firm 1043,676.16,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Compact design and very lightweight. | Performance is smooth and fast. | Great value for the price, highly recommend. | Build quality feels cheap. | Stopped working after a few weeks. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product.",5.0,5.0,5.0,6.1
EL101044,Electronics Drive 1044,176.31,Electronics,"Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Very easy to set up and operate. | Compact design and very lightweight. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,6.1
EL101045,Electronics Election 1045,997.72,Electronics,"Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Display is sharp and vibrant. | Compact design and very lightweight. | Very easy to set up and operate. | Build quality feels cheap. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.",5.0,5.0,5.0,6.1
EL101046,Electronics General 1046,711.27,Electronics,"Stopped working after a few weeks. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Build quality feels cheap. | Overheats quickly after continuous use. | Performance is smooth and fast.",5.0,5.0,5.0,5.5
EL101047,Electronics Improve 1047,561.56,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Build quality feels cheap. | Compact design and very lightweight. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,6.1
EL101048,Electronics Staff 1048,310.7,Electronics,"Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Performance is smooth and fast. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Build quality feels cheap.",5.0,5.0,5.0,5.9
EL101049,Electronics Price 1049,771.62,Electronics,"Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Build quality feels cheap. | Performance is smooth and fast.",5.0,5.0,5.0,6.1
EL101050,Electronics Knowledge 1050,355.04,Electronics,"Performance is smooth and fast. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Great value for the price, highly recommend.",5.0,5.0,5.0,5.9
EL101051,Electronics Know 1051,677.27,Electronics,"Display is sharp and vibrant. | Performance is smooth and fast. | Build quality feels cheap. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,6.0
EL101052,Electronics Human 1052,876.85,Electronics,"Display is sharp and vibrant. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Performance is smooth and fast. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate.",5.0,5.0,5.0,6.1
EL101053,Electronics Country 1053,73.51,Electronics,"Great value for the price, highly recommend. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101054,Electronics Red 1054,659.19,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Build quality feels cheap. | Compact design and very lightweight. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Stopped working after a few weeks.",5.0,5.0,5.0,5.9
EL101055,Electronics Happy 1055,860.3,Electronics,"Very easy to set up and operate. | Performance is smooth and fast. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks.",5.0,5.0,5.0,7.4
EL101056,Electronics Black 1056,921.69,Electronics,"Build quality feels cheap. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product.",5.0,5.0,5.0,6.1
EL101057,Electronics Ability 1057,437.58,Electronics,"Stopped working after a few weeks. | Very easy to set up and operate. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,5.9
EL101058,Electronics Her 1058,826.94,Electronics,"Overheats quickly after continuous use. | Compact design and very lightweight. | Performance is smooth and fast. | Build quality feels cheap. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,7.4
EL101059,Electronics Win 1059,874.32,Electronics,"Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Stopped working after a few weeks. | Performance is smooth and fast. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.7
EL101060,Electronics Vote 1060,439.26,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Display is sharp and vibrant. | Compact design and very lightweight. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Great value for the price, highly recommend.",5.0,5.0,5.0,6.1
EL101061,Electronics Air 1061,995.53,Electronics,"Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Build quality feels cheap. | Very easy to set up and operate. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.7
EL101062,Electronics Air 1062,818.14,Electronics,"Poor sound quality, not satisfied. | Display is sharp and vibrant. | Performance is smooth and fast. | Great value for the price, highly recommend. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks.",5.0,5.0,5.0,6.1
EL101063,Electronics Draw 1063,499.98,Electronics,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Performance is smooth and fast. | Build quality feels cheap. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.9
EL101064,Electronics Popular 1064,812.54,Electronics,"Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Display is sharp and vibrant. | Very easy to set up and operate. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks.",5.0,5.0,5.0,6.1
EL101065,Electronics Get 1065,754.26,Electronics,"Display is sharp and vibrant. | Compact design and very lightweight. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap.",5.0,5.0,5.0,6.1
EL101066,Electronics Rate 1066,529.93,Electronics,"Battery life is excellent and long-lasting. | Performance is smooth and fast. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Compact design and very lightweight. | Overheats quickly after continuous use. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Build quality feels cheap.",5.0,5.0,5.0,6.1
EL101067,Electronics None 1067,948.68,Electronics,"Overheats quickly after continuous use. | Stopped working after a few weeks. | Very easy to set up and operate. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Great value for the price, highly recommend. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101068,Electronics Person 1068,514.77,Electronics,"Overheats quickly after continuous use. | Display is sharp and vibrant. | Compact design and very lightweight. | Build quality feels cheap. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Very easy to set up and operate. | Exceeded my expectations, fantastic product.",5.0,5.0,5.0,6.4
EL101069,Electronics Option 1069,9.17,Electronics,"Compact design and very lightweight. | Performance is smooth and fast. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Build quality feels cheap.",5.0,5.0,5.0,6.0
EL101070,Electronics Talk 1070,606.09,Electronics,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Compact design and very lightweight. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Performance is smooth and fast.",5.0,5.0,5.0,7.4
EL101071,Electronics Popular 1071,458.85,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Performance is smooth and fast. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Very easy to set up and operate.",5.0,5.0,5.0,6.4
EL101072,Electronics Report 1072,653.4,Electronics,"Poor sound quality, not satisfied. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101073,Electronics Surface 1073,357.95,Electronics,"Compact design and very lightweight. | Performance is smooth and fast. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Very easy to set up and operate.",5.0,5.0,5.0,6.1
EL101074,Electronics Increase 1074,580.6,Electronics,"Very easy to set up and operate. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Stopped working after a few weeks.",5.0,5.0,5.0,6.1
EL101075,Electronics State 1075,464.03,Electronics,"Build quality feels cheap. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Very easy to set up and operate.",5.0,5.0,5.0,5.9
EL101076,Electronics Daughter 1076,89.71,Electronics,"Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Very easy to set up and operate. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Performance is smooth and fast. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Build quality feels cheap.",5.0,5.0,5.0,6.1
EL101077,Electronics Ten 1077,215.97,Electronics,"Performance is smooth and fast. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,6.1
EL101078,Electronics Color 1078,519.6,Electronics,"Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate.",5.0,5.0,5.0,5.7
EL101079,Electronics Stand 1079,431.67,Electronics,"Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Very easy to set up and operate. | Build quality feels cheap. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend.",5.0,5.0,5.0,6.1
EL101080,Electronics Clear 1080,590.49,Electronics,"Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Display is sharp and vibrant. | Great value for the price, highly recommend.",5.0,5.0,5.0,6.4
EL101081,Electronics Report 1081,565.06,Electronics,"Build quality feels cheap. | Performance is smooth and fast. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.",5.0,5.0,5.0,6.1
EL101082,Electronics Compare 1082,94.41,Electronics,"Poor sound quality, not satisfied. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Performance is smooth and fast. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Build quality feels cheap. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.6
EL101083,Electronics Local 1083,446.77,Electronics,"Poor sound quality, not satisfied. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Performance is smooth and fast. | Overheats quickly after continuous use. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Compact design and very lightweight.",5.0,5.0,5.0,6.0
EL101084,Electronics Feel 1084,594.08,Electronics,"Great value for the price, highly recommend. | Compact design and very lightweight. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Overheats quickly after continuous use. | Performance is smooth and fast. | Build quality feels cheap.",5.0,5.0,5.0,6.1
EL101085,Electronics Statement 1085,943.5,Electronics,"Compact design and very lightweight. | Build quality feels cheap. | Performance is smooth and fast. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks.",5.0,5.0,5.0,6.1
EL101086,Electronics Car 1086,899.5,Electronics,"Overheats quickly after continuous use. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Stopped working after a few weeks. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,6.1
EL101087,Electronics Other 1087,151.69,Electronics,"Compact design and very lightweight. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied.",5.0,5.0,5.0,5.9
EL101088,Electronics Cost 1088,237.86,Electronics,"Build quality feels cheap. | Great value for the price, highly recommend. | Compact design and very lightweight. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate.",5.0,5.0,5.0,7.4
EL101089,Electronics Local 1089,403.17,Electronics,"Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,6.1
EL101090,Electronics Order 1090,381.91,Electronics,"Build quality feels cheap. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Great value for the price, highly recommend. | Very easy to set up and operate. | Display is sharp and vibrant. | Compact design and very lightweight.",5.0,5.0,5.0,5.9
EL101091,Electronics Feeling 1091,777.78,Electronics,"Build quality feels cheap. | Very easy to set up and operate. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Display is sharp and vibrant. | Performance is smooth and fast. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Poor sound quality, not satisfied.",5.0,5.0,5.0,5.9
EL101092,Electronics Information 1092,601.87,Electronics,"Great value for the price, highly recommend. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product.",5.0,5.0,5.0,6.1
EL101093,Electronics Million 1093,928.27,Electronics,"Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Compact design and very lightweight. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Very easy to set up and operate. | Stopped working after a few weeks.",5.0,5.0,5.0,6.1
EL101094,Electronics Center 1094,242.55,Electronics,"Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Very easy to set up and operate. | Build quality feels cheap. | Stopped working after a few weeks. | Performance is smooth and fast. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,7.4
EL101095,Electronics Yes 1095,223.94,Electronics,"Very easy to set up and operate. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Build quality feels cheap. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Performance is smooth and fast. | Great value for the price, highly recommend.",5.0,5.0,5.0,7.3
EL101096,Electronics Billion 1096,557.98,Electronics,"Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Overheats quickly after continuous use.",5.0,5.0,5.0,6.1
EL101097,Electronics Who 1097,301.64,Electronics,"Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Build quality feels cheap. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Very easy to set up and operate. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101098,Electronics Industry 1098,510.48,Electronics,"Poor sound quality, not satisfied. | Compact design and very lightweight. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Very easy to set up and operate. | Display is sharp and vibrant.",5.0,5.0,5.0,6.1
EL101099,Electronics Officer 1099,815.3,Electronics,"Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Display is sharp and vibrant. | Build quality feels cheap. | Performance is smooth and fast.",5.0,5.0,5.0,6.1
EL101100,Electronics Within 1100,832.82,Electronics,"Poor sound quality, not satisfied. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Compact design and very lightweight. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,6.1
EL101101,Electronics Sound 1101,425.54,Electronics,"Performance is smooth and fast. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Compact design and very lightweight. | Display is sharp and vibrant. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Stopped working after a few weeks.",5.0,5.0,5.0,5.3
EL101102,Electronics Form 1102,81.7,Electronics,"Poor sound quality, not satisfied. | Performance is smooth and fast. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Very easy to set up and operate. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,6.1
EL101103,Electronics Respond 1103,240.4,Electronics,"Display is sharp and vibrant. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Overheats quickly after continuous use. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Build quality feels cheap.",5.0,5.0,5.0,5.7
EL101104,Electronics Contain 1104,141.2,Electronics,"Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Great value for the price, highly recommend.",5.0,5.0,5.0,6.4
EL101105,Electronics Blue 1105,842.5,Electronics,"Performance is smooth and fast. | Compact design and very lightweight. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting.",5.0,5.0,5.0,5.7
EL101106,Electronics Million 1106,298.19,Electronics,"Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Build quality feels cheap. | Very easy to set up and operate. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth.",5.0,5.0,5.0,5.6
