product_id,product_name,product_price,reviews,created_by,Environmental Impact,Labor Rights,Animal Welfare,Corporate Governance,sentiment,sentiment_score
EL100209,Electronics Tell 209,383.9,"Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Great value for the price, highly recommend. | Build quality feels cheap. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Stopped working after a few weeks.",Hall PLC,70,29,97,79,negative,22
EL100210,Electronics Personal 210,365.3,"Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Very easy to set up and operate.",Brown Ltd,87,42,91,81,positive,92
EL100211,Electronics Realize 211,92.08,"Performance is smooth and fast. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Build quality feels cheap. | Compact design and very lightweight. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks.",Martin PLC,33,67,20,65,neutral,45
EL100212,Electronics Memory 212,367.31,"Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Build quality feels cheap. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Stopped working after a few weeks.","Branch, Vaughn and Adams",88,71,67,98,negative,33
EL100213,Electronics Meet 213,188.42,"Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Build quality feels cheap. | Performance is smooth and fast. | Very easy to set up and operate.",Rowland-Lee,27,34,44,80,positive,82
EL100214,Electronics Today 214,33.89,"Poor sound quality, not satisfied. | Compact design and very lightweight. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant.",Anderson-Smith,34,74,43,84,neutral,60
EL100215,Electronics Before 215,987.75,"Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Build quality feels cheap. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth.",Mcknight-Alexander,78,62,66,45,negative,28
EL100216,Electronics Value 216,349.44,"Display is sharp and vibrant. | Performance is smooth and fast. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied.","Cruz, Sullivan and Thompson",30,69,88,54,positive,79
EL100217,Electronics Audience 217,183.65,"Compact design and very lightweight. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Performance is smooth and fast. | Build quality feels cheap. | Stopped working after a few weeks.",Benson LLC,39,25,86,76,neutral,55
EL100218,Electronics Case 218,890.69,"Stopped working after a few weeks. | Performance is smooth and fast. | Build quality feels cheap. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Battery life is excellent and long-lasting.",Carey-Brown,74,52,51,98,negative,30
EL100219,Electronics Pretty 219,603.54,"Very easy to set up and operate. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Performance is smooth and fast. | Poor sound quality, not satisfied.","Odom, French and Porter",55,81,36,82,positive,91
EL100220,Electronics Bring 220,11.14,"Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Display is sharp and vibrant. | Compact design and very lightweight. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Build quality feels cheap. | Very easy to set up and operate.","Mcclure, Guzman and Johnson",33,74,80,23,neutral,57
EL100221,Electronics Market 221,501.21,"Battery life is excellent and long-lasting. | Very easy to set up and operate. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Compact design and very lightweight. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Performance is smooth and fast. | Exceeded my expectations, fantastic product.","Thomas, Barton and Williams",77,58,88,98,negative,36
EL100222,Electronics Protect 222,312.13,"Build quality feels cheap. | Great value for the price, highly recommend. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth.",Martinez-Ford,57,31,30,61,positive,85
EL100223,Electronics Along 223,682.43,"Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Display is sharp and vibrant. | Great value for the price, highly recommend.",Nguyen LLC,99,50,57,64,neutral,54
EL100224,Electronics South 224,47.64,"Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Compact design and very lightweight. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate.",Wheeler and Sons,20,93,87,58,negative,15
EL100225,Electronics Those 225,413.02,"Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Performance is smooth and fast. | Very easy to set up and operate. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Build quality feels cheap.",Hughes Ltd,84,72,38,84,positive,70
EL100226,Electronics Best 226,926.92,"Performance is smooth and fast. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Display is sharp and vibrant. | Build quality feels cheap. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Compact design and very lightweight.","Ayers, Garcia and Young",20,53,36,41,neutral,62
EL100227,Electronics Model 227,587.71,"Compact design and very lightweight. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Very easy to set up and operate. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Performance is smooth and fast.",Garcia Group,79,60,32,30,negative,26
EL100228,Electronics Everybody 228,675.11,"Build quality feels cheap. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Stopped working after a few weeks. | Very easy to set up and operate. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting.",Smith PLC,44,29,20,56,positive,70
EL100229,Electronics Performance 229,559.81,"Great value for the price, highly recommend. | Performance is smooth and fast. | Build quality feels cheap. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Very easy to set up and operate.",Brown LLC,29,71,21,70,neutral,56
EL100230,Electronics Dream 230,242.3,"Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Compact design and very lightweight. | Build quality feels cheap. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Very easy to set up and operate. | Performance is smooth and fast. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting.","Silva, Butler and Morris",69,94,85,77,negative,10
EL100231,Electronics Reach 231,54.56,"Performance is smooth and fast. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Compact design and very lightweight.",Walls Inc,31,76,87,96,positive,73
EL100232,Electronics Child 232,599.33,"Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Build quality feels cheap. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth.","Gray, Foster and Herrera",51,97,35,26,neutral,67
EL100233,Electronics Whole 233,492.14,"Performance is smooth and fast. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Battery life is excellent and long-lasting.",Conley PLC,52,22,23,27,negative,7
EL100234,Electronics Consider 234,914.15,"Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Compact design and very lightweight. | Stopped working after a few weeks. | Display is sharp and vibrant. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting.",Davis-Johnson,91,76,76,70,positive,88
EL100235,Electronics Push 235,858.97,"Display is sharp and vibrant. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Build quality feels cheap. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Performance is smooth and fast. | Great value for the price, highly recommend.",Kelley Ltd,45,52,92,42,neutral,67
EL100236,Electronics Crime 236,652.91,"Build quality feels cheap. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Performance is smooth and fast.","Reed, Jimenez and Clayton",61,26,42,28,negative,3
EL100237,Electronics Fear 237,404.3,"Stopped working after a few weeks. | Great value for the price, highly recommend. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Compact design and very lightweight.",Valdez Ltd,69,23,21,65,positive,94
EL100238,Electronics Represent 238,315.61,"Stopped working after a few weeks. | Very easy to set up and operate. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Performance is smooth and fast. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting.",Rivera PLC,80,58,86,57,neutral,40
EL100239,Electronics Phone 239,799.85,"Battery life is excellent and long-lasting. | Build quality feels cheap. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product.",Jones-Boyd,60,67,45,32,negative,34
EL100240,Electronics Day 240,292.32,"Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Great value for the price, highly recommend. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate.","Davis, Johnson and Hicks",76,93,26,26,positive,71
EL100241,Electronics Side 241,98.23,"Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Build quality feels cheap. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Very easy to set up and operate. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth.","Obrien, Johnson and Thornton",21,98,63,30,neutral,46
EL100242,Electronics Personal 242,562.5,"Exceeded my expectations, fantastic product. | Build quality feels cheap. | Performance is smooth and fast. | Stopped working after a few weeks. | Very easy to set up and operate. | Compact design and very lightweight. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Great value for the price, highly recommend.","Carter, Clay and Johnson",89,35,52,93,negative,7
EL100243,Electronics See 243,216.3,"Great value for the price, highly recommend. | Display is sharp and vibrant. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Build quality feels cheap. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks.","Harris, Morris and King",50,57,83,69,positive,82
EL100244,Electronics Pick 244,500.87,"Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Performance is smooth and fast. | Build quality feels cheap. | Very easy to set up and operate. | Stopped working after a few weeks. | Compact design and very lightweight. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use.",Bradley Inc,42,23,55,86,neutral,50
EL100245,Electronics Game 245,232.61,"Display is sharp and vibrant. | Build quality feels cheap. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Compact design and very lightweight.",Salazar Ltd,95,23,23,60,negative,37
EL100246,Electronics Somebody 246,423.15,"Compact design and very lightweight. | Display is sharp and vibrant. | Performance is smooth and fast. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap.","Goodman, Harris and Hunt",73,46,42,48,positive,91
EL100247,Electronics Various 247,446.9,"Compact design and very lightweight. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Performance is smooth and fast.",Blair-Hines,47,36,44,56,neutral,52
EL100248,Electronics Ask 248,353.4,"Poor sound quality, not satisfied. | Build quality feels cheap. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Very easy to set up and operate. | Great value for the price, highly recommend. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Overheats quickly after continuous use.",Miller-Mcdonald,98,89,93,75,negative,1
EL100249,Electronics Bad 249,263.0,"Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Very easy to set up and operate. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Performance is smooth and fast. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Great value for the price, highly recommend. | Overheats quickly after continuous use.","Hayes, Lowe and Tyler",38,73,46,99,positive,84
EL100250,Electronics To 250,160.83,"Compact design and very lightweight. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Performance is smooth and fast. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting.",Singh-Murphy,95,27,70,35,neutral,44
EL100251,Electronics Expert 251,819.67,"Display is sharp and vibrant. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Performance is smooth and fast. | Build quality feels cheap.",Smith Group,67,72,98,63,negative,16
EL100252,Electronics Through 252,724.35,"Poor sound quality, not satisfied. | Build quality feels cheap. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Overheats quickly after continuous use. | Compact design and very lightweight. | Great value for the price, highly recommend.",Odom Inc,21,24,100,69,positive,75
EL100253,Electronics Serious 253,382.7,"Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Build quality feels cheap. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth.","Cooke, Sullivan and Erickson",30,88,88,90,neutral,43
EL100254,Electronics Then 254,964.7,"Stopped working after a few weeks. | Build quality feels cheap. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Very easy to set up and operate. | Display is sharp and vibrant. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Performance is smooth and fast.",Vincent Inc,63,66,99,98,negative,20
EL100255,Electronics Western 255,132.29,"Stopped working after a few weeks. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Compact design and very lightweight. | Great value for the price, highly recommend. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product.",Banks and Sons,78,93,42,25,positive,86
EL100256,Electronics Step 256,308.85,"Display is sharp and vibrant. | Compact design and very lightweight. | Stopped working after a few weeks. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Build quality feels cheap. | Very easy to set up and operate.","Mata, Brown and Herrera",78,59,28,37,neutral,49
EL100257,Electronics Stage 257,844.65,"Performance is smooth and fast. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight.",Mann-Young,57,26,52,38,negative,30
EL100258,Electronics Court 258,342.7,"Battery life is excellent and long-lasting. | Great value for the price, highly recommend. | Build quality feels cheap. | Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate. | Overheats quickly after continuous use. | Exceeded my expectations, fantastic product. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Compact design and very lightweight.",Brown-Fitzgerald,44,31,54,70,positive,82
EL100259,Electronics Home 259,779.82,"Compact design and very lightweight. | Poor sound quality, not satisfied. | Connectivity issues with Wi-Fi and Bluetooth. | Performance is smooth and fast. | Very easy to set up and operate. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Display is sharp and vibrant. | Overheats quickly after continuous use. | Great value for the price, highly recommend.",Anderson PLC,40,44,69,85,neutral,55
EL100260,Electronics Suggest 260,345.72,"Performance is smooth and fast. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Compact design and very lightweight. | Stopped working after a few weeks. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth.","Garcia, Lee and Le",61,47,43,22,negative,20
EL100261,Electronics Card 261,488.96,"Overheats quickly after continuous use. | Stopped working after a few weeks. | Exceeded my expectations, fantastic product. | Build quality feels cheap. | Great value for the price, highly recommend. | Poor sound quality, not satisfied. | Performance is smooth and fast. | Very easy to set up and operate. | Compact design and very lightweight. | Battery life is excellent and long-lasting. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant.",James Ltd,55,62,43,73,positive,97
EL100262,Electronics New 262,265.78,"Performance is smooth and fast. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Build quality feels cheap. | Compact design and very lightweight. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product.",King-Barry,28,96,38,68,neutral,54
EL100263,Electronics Trade 263,649.24,"Compact design and very lightweight. | Display is sharp and vibrant. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Overheats quickly after continuous use.",Wilcox LLC,31,66,58,47,negative,7
EL100264,Electronics Have 264,958.73,"Performance is smooth and fast. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant. | Stopped working after a few weeks. | Very easy to set up and operate. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Build quality feels cheap. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Compact design and very lightweight. | Exceeded my expectations, fantastic product.",Clark Group,29,68,80,57,positive,78
EL100265,Electronics Light 265,600.83,"Poor sound quality, not satisfied. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Display is sharp and vibrant.","Patel, Gibson and Shaw",78,73,44,47,neutral,60
EL100266,Electronics Every 266,925.29,"Display is sharp and vibrant. | Build quality feels cheap. | Overheats quickly after continuous use. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Performance is smooth and fast. | Stopped working after a few weeks.",Alexander-Best,24,37,44,51,negative,27
EL100267,Electronics Off 267,202.87,"Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Compact design and very lightweight. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Connectivity issues with Wi-Fi and Bluetooth. | Very easy to set up and operate.",Brown-Clay,52,46,46,60,positive,72
EL100268,Electronics Certain 268,719.36,"Compact design and very lightweight. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Stopped working after a few weeks. | Display is sharp and vibrant. | Performance is smooth and fast. | Exceeded my expectations, fantastic product. | Overheats quickly after continuous use. | Poor sound quality, not satisfied. | Very easy to set up and operate.",Potts LLC,88,91,51,55,neutral,51
EL100269,Electronics How 269,587.43,"Poor sound quality, not satisfied. | Stopped working after a few weeks. | Build quality feels cheap. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Very easy to set up and operate. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Performance is smooth and fast. | Great value for the price, highly recommend. | Connectivity issues with Wi-Fi and Bluetooth. | Display is sharp and vibrant.",Smith-May,99,25,30,55,negative,14
EL100270,Electronics Discussion 270,13.33,"Exceeded my expectations, fantastic product. | Connectivity issues with Wi-Fi and Bluetooth. | Compact design and very lightweight. | Overheats quickly after continuous use. | Stopped working after a few weeks. | Great value for the price, highly recommend. | Build quality feels cheap. | Performance is smooth and fast. | Very easy to set up and operate. | Battery life is excellent and long-lasting. | Poor sound quality, not satisfied. | Display is sharp and vibrant.",Morris Group,82,94,88,85,positive,74
EL100271,Electronics Story 271,697.38,"Connectivity issues with Wi-Fi and Bluetooth. | Overheats quickly after continuous use. | Display is sharp and vibrant. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Build quality feels cheap. | Battery life is excellent and long-lasting. | Performance is smooth and fast. | Compact design and very lightweight. | Great value for the price, highly recommend.",Morgan-Gray,48,88,52,29,neutral,64
EL100272,Electronics Page 272,713.28,"Display is sharp and vibrant. | Poor sound quality, not satisfied. | Stopped working after a few weeks. | Overheats quickly after continuous use. | Battery life is excellent and long-lasting. | Exceeded my expectations, fantastic product. | Very easy to set up and operate. | Great value for the price, highly recommend. | Build quality feels cheap. | Compact design and very lightweight.","Jones, Houston and Kaufman",37,90,38,89,negative,15
EL100273,Electronics Continue 273,643.41,"Overheats quickly after continuous use. | Great value for the price, highly recommend. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Connectivity issues with Wi-Fi and Bluetooth. | Stopped working after a few weeks. | Performance is smooth and fast. | Poor sound quality, not satisfied. | Very easy to set up and operate. | Compact design and very lightweight.","Jones, Rush and Andrews",25,41,35,91,positive,73
EL100274,Electronics Idea 274,5.91,"Connectivity issues with Wi-Fi and Bluetooth. | Poor sound quality, not satisfied. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Build quality feels cheap. | Stopped working after a few weeks. | Compact design and very lightweight. | Exceeded my expectations, fantastic product. | Battery life is excellent and long-lasting. | Display is sharp and vibrant. | Very easy to set up and operate. | Performance is smooth and fast.",Conner-Strong,72,78,30,98,neutral,68
EL100275,Electronics Decision 275,76.4,"Battery life is excellent and long-lasting. | Stopped working after a few weeks. | Poor sound quality, not satisfied. | Overheats quickly after continuous use. | Great value for the price, highly recommend. | Very easy to set up and operate. | Performance is smooth and fast. | Build quality feels cheap. | Display is sharp and vibrant. | Exceeded my expectations, fantastic product. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth.","Tucker, Navarro and Williams",51,66,94,82,negative,19
EL100276,Electronics Subject 276,522.34,"Very easy to set up and operate. | Stopped working after a few weeks. | Performance is smooth and fast. | Battery life is excellent and long-lasting. | Build quality feels cheap. | Display is sharp and vibrant. | Great value for the price, highly recommend. | Overheats quickly after continuous use. | Compact design and very lightweight. | Connectivity issues with Wi-Fi and Bluetooth. | Exceeded my expectations, fantastic product. | Poor sound quality, not satisfied.",Torres Inc,61,87,93,41,positive,79
