product_id,product_name,product_price,reviews,created_by,Environmental Impact,Labor Rights,Animal Welfare,Corporate Governance
GR100137,Groceries Movement 137,212.69,"Loved the eco-friendly packaging. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Excellent quality, will buy again. | Very healthy choice, highly recommend. | Quantity is less compared to price. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase. | Too expensive for the quantity provided.",Norris-Wright,98,42,53,29
GR100138,Groceries Rich 138,985.29,"Not fresh, disappointed with the purchase. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Flavor was average, nothing special. | Product expired sooner than expected. | Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Great value for money, very satisfied.",Johnson Inc,70,31,24,74
GR100139,Groceries Run 139,286.51,"Great value for money, very satisfied. | Fresh and tasty, really enjoyed it. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Too expensive for the quantity provided. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Product expired sooner than expected. | Quantity is less compared to price. | Flavor was average, nothing special.","Bowman, Turner and Smith",82,77,41,93
GR100140,Groceries Trouble 140,579.57,"Excellent quality, will buy again. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Quantity is less compared to price. | Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Very healthy choice, highly recommend. | Not fresh, disappointed with the purchase. | Product expired sooner than expected.",Cain-Jackson,99,96,39,38
GR100141,Groceries Believe 141,218.71,"Flavor was average, nothing special. | Great value for money, very satisfied. | Fresh and tasty, really enjoyed it. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Excellent quality, will buy again. | Product expired sooner than expected. | Not fresh, disappointed with the purchase. | Very healthy choice, highly recommend. | Too expensive for the quantity provided.",Cameron and Sons,20,40,66,42
GR100142,Groceries Develop 142,472.48,"Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Excellent quality, will buy again. | Flavor was average, nothing special. | Product expired sooner than expected. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Very healthy choice, highly recommend.","Dominguez, Smith and Brown",38,40,96,83
GR100143,Groceries Sense 143,257.02,"Not fresh, disappointed with the purchase. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Very healthy choice, highly recommend. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Loved the eco-friendly packaging.","Lopez, Herrera and Jones",54,48,53,52
GR100144,Groceries Since 144,681.59,"Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it. | Very healthy choice, highly recommend. | Flavor was average, nothing special. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Product expired sooner than expected. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Great value for money, very satisfied. | Quantity is less compared to price.","Gray, Payne and Jones",82,98,63,85
GR100145,Groceries Left 145,225.37,"Quantity is less compared to price. | Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase. | Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided. | Product expired sooner than expected. | Excellent quality, will buy again. | Flavor was average, nothing special. | Very healthy choice, highly recommend. | Perfect for daily use, very reliable.",Newton and Sons,100,66,25,28
GR100146,Groceries Usually 146,549.18,"Flavor was average, nothing special. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Quantity is less compared to price. | Packaging was damaged but product was fine.","Cain, Fischer and Ross",45,31,75,48
GR100147,Groceries Notice 147,826.64,"Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Great value for money, very satisfied. | Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Perfect for daily use, very reliable. | Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Flavor was average, nothing special. | Product expired sooner than expected.",Turner Inc,32,77,48,98
GR100148,Groceries Clear 148,684.61,"Perfect for daily use, very reliable. | Product expired sooner than expected. | Excellent quality, will buy again. | Flavor was average, nothing special. | Loved the eco-friendly packaging. | Great value for money, very satisfied. | Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it.",Duncan and Sons,42,60,72,37
GR100149,Groceries Party 149,620.49,"Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Too expensive for the quantity provided. | Flavor was average, nothing special. | Very healthy choice, highly recommend. | Great value for money, very satisfied. | Packaging was damaged but product was fine. | Product expired sooner than expected. | Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it.","Johnson, Mason and Wolfe",54,38,20,90
GR100150,Groceries Four 150,527.1,"Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Great value for money, very satisfied. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Quantity is less compared to price.",Castillo-Estrada,31,31,78,97
GR100151,Groceries On 151,801.78,"Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Perfect for daily use, very reliable. | Great value for money, very satisfied. | Very healthy choice, highly recommend. | Quantity is less compared to price. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine.",Porter-Mason,28,42,67,48
GR100152,Groceries This 152,638.18,"Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Flavor was average, nothing special. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Excellent quality, will buy again.",Mckinney-Leonard,97,24,26,80
GR100153,Groceries Experience 153,494.92,"Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Excellent quality, will buy again. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Product expired sooner than expected. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Quantity is less compared to price. | Great value for money, very satisfied.",Walker LLC,86,45,51,24
GR100154,Groceries Conference 154,555.06,"Quantity is less compared to price. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Product expired sooner than expected. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it.",Contreras PLC,63,82,97,88
GR100155,Groceries Federal 155,132.3,"Very healthy choice, highly recommend. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Product expired sooner than expected. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Great value for money, very satisfied.",Noble-Phillips,80,71,80,75
GR100156,Groceries Evidence 156,379.51,"Too expensive for the quantity provided. | Product expired sooner than expected. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Excellent quality, will buy again. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Perfect for daily use, very reliable. | Loved the eco-friendly packaging. | Great value for money, very satisfied.",Castillo PLC,40,29,76,71
GR100157,Groceries Have 157,558.69,"Product expired sooner than expected. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Great value for money, very satisfied. | Quantity is less compared to price. | Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Too expensive for the quantity provided.","Murphy, Yates and Henson",26,58,70,34
GR100158,Groceries Smile 158,616.39,"Product expired sooner than expected. | Too expensive for the quantity provided. | Packaging was damaged but product was fine. | Great value for money, very satisfied. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Very healthy choice, highly recommend. | Excellent quality, will buy again.",Fields Ltd,30,42,38,39
GR100159,Groceries Candidate 159,612.87,"Packaging was damaged but product was fine. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Loved the eco-friendly packaging. | Great value for money, very satisfied. | Excellent quality, will buy again. | Perfect for daily use, very reliable. | Product expired sooner than expected. | Not fresh, disappointed with the purchase.",Cain-Davis,64,30,46,92
GR100160,Groceries Become 160,366.33,"Not fresh, disappointed with the purchase. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Packaging was damaged but product was fine. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Quantity is less compared to price. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Great value for money, very satisfied.",Harris-Miller,51,91,82,35
GR100161,Groceries Although 161,598.75,"Great value for money, very satisfied. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Loved the eco-friendly packaging. | Product expired sooner than expected. | Too expensive for the quantity provided.","Peterson, Brewer and Pineda",55,67,79,94
GR100162,Groceries Value 162,730.2,"Great value for money, very satisfied. | Loved the eco-friendly packaging. | Too expensive for the quantity provided. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Product expired sooner than expected. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Quantity is less compared to price.",Hicks Group,56,35,80,44
GR100163,Groceries Skill 163,581.23,"Not fresh, disappointed with the purchase. | Product expired sooner than expected. | Fresh and tasty, really enjoyed it. | Great value for money, very satisfied. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Too expensive for the quantity provided.",Murray LLC,94,65,80,76
GR100164,Groceries Myself 164,954.04,"Product expired sooner than expected. | Great value for money, very satisfied. | Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Quantity is less compared to price.","Hanson, Armstrong and Thompson",60,66,64,40
GR100165,Groceries Lawyer 165,620.54,"Very healthy choice, highly recommend. | Product expired sooner than expected. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Loved the eco-friendly packaging. | Quantity is less compared to price. | Packaging was damaged but product was fine. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Great value for money, very satisfied. | Too expensive for the quantity provided.",Bryant-Booker,96,67,40,24
GR100166,Groceries Notice 166,544.86,"Very healthy choice, highly recommend. | Excellent quality, will buy again. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Perfect for daily use, very reliable. | Quantity is less compared to price. | Great value for money, very satisfied. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected.",Lopez-Marks,68,99,63,94
GR100167,Groceries Democratic 167,206.89,"Perfect for daily use, very reliable. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Quantity is less compared to price. | Packaging was damaged but product was fine. | Not fresh, disappointed with the purchase. | Excellent quality, will buy again. | Great value for money, very satisfied.","Rivers, Anderson and Smith",34,88,20,28
GR100168,Groceries Season 168,629.61,"Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase. | Great value for money, very satisfied. | Very healthy choice, highly recommend. | Product expired sooner than expected. | Packaging was damaged but product was fine. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Quantity is less compared to price. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it.",Hernandez-Hernandez,32,44,63,30
GR100169,Groceries Actually 169,649.64,"Great value for money, very satisfied. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Excellent quality, will buy again. | Not fresh, disappointed with the purchase. | Loved the eco-friendly packaging. | Quantity is less compared to price. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Product expired sooner than expected.",Smith Group,72,96,81,84
GR100170,Groceries Use 170,416.05,"Great value for money, very satisfied. | Loved the eco-friendly packaging. | Product expired sooner than expected. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Not fresh, disappointed with the purchase.","Wood, Bolton and Hill",52,100,80,82
GR100171,Groceries Under 171,87.35,"Fresh and tasty, really enjoyed it. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Perfect for daily use, very reliable. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Product expired sooner than expected. | Great value for money, very satisfied.","Huerta, Meadows and Francis",91,56,98,45
GR100172,Groceries Factor 172,592.89,"Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Product expired sooner than expected. | Excellent quality, will buy again. | Quantity is less compared to price. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase. | Great value for money, very satisfied. | Very healthy choice, highly recommend. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Loved the eco-friendly packaging.",Rush and Sons,51,82,98,93
GR100173,Groceries Outside 173,110.41,"Product expired sooner than expected. | Not fresh, disappointed with the purchase. | Excellent quality, will buy again. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Great value for money, very satisfied. | Quantity is less compared to price. | Too expensive for the quantity provided. | Fresh and tasty, really enjoyed it. | Flavor was average, nothing special.","Leblanc, Hill and Hall",67,48,69,38
GR100174,Groceries Important 174,373.27,"Quantity is less compared to price. | Perfect for daily use, very reliable. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Excellent quality, will buy again. | Product expired sooner than expected. | Too expensive for the quantity provided. | Great value for money, very satisfied. | Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging.",Carney Ltd,87,77,94,35
GR100175,Groceries Financial 175,842.75,"Too expensive for the quantity provided. | Product expired sooner than expected. | Very healthy choice, highly recommend. | Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Great value for money, very satisfied. | Loved the eco-friendly packaging. | Excellent quality, will buy again. | Flavor was average, nothing special. | Not fresh, disappointed with the purchase.","Watson, Smith and Gonzalez",76,50,60,75
GR100176,Groceries Consider 176,747.69,"Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Great value for money, very satisfied.","Parker, Quinn and Nicholson",81,87,52,87
GR100177,Groceries Bring 177,948.81,"Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided. | Flavor was average, nothing special. | Excellent quality, will buy again. | Quantity is less compared to price. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Very healthy choice, highly recommend. | Product expired sooner than expected. | Perfect for daily use, very reliable.",Martin and Sons,21,60,31,97
GR100178,Groceries Difficult 178,605.42,"Flavor was average, nothing special. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Great value for money, very satisfied. | Product expired sooner than expected. | Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable.",Gonzales Ltd,96,69,21,49
GR100179,Groceries Eye 179,199.93,"Quantity is less compared to price. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Flavor was average, nothing special. | Product expired sooner than expected. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase.",Martin-Palmer,35,63,40,26
GR100180,Groceries Thought 180,235.29,"Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase. | Product expired sooner than expected. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Great value for money, very satisfied. | Quantity is less compared to price.",Chase Inc,27,28,33,31
GR100181,Groceries Republican 181,198.16,"Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Great value for money, very satisfied. | Excellent quality, will buy again. | Perfect for daily use, very reliable. | Not fresh, disappointed with the purchase. | Product expired sooner than expected. | Flavor was average, nothing special.",Byrd-Vargas,38,78,53,43
GR100182,Groceries Relate 182,253.3,"Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Packaging was damaged but product was fine. | Great value for money, very satisfied. | Very healthy choice, highly recommend. | Product expired sooner than expected.",Phillips LLC,51,46,98,41
GR100183,Groceries Treat 183,485.08,"Excellent quality, will buy again. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Very healthy choice, highly recommend. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided. | Great value for money, very satisfied. | Loved the eco-friendly packaging. | Not fresh, disappointed with the purchase.",Walker Group,86,78,83,66
GR100184,Groceries Between 184,341.95,"Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Loved the eco-friendly packaging. | Flavor was average, nothing special. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Product expired sooner than expected.",Lewis-Moore,51,22,42,49
GR100185,Groceries Check 185,900.05,"Packaging was damaged but product was fine. | Quantity is less compared to price. | Loved the eco-friendly packaging. | Product expired sooner than expected. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Excellent quality, will buy again. | Flavor was average, nothing special. | Great value for money, very satisfied.",Morgan Group,44,26,69,79
GR100186,Groceries Believe 186,628.15,"Excellent quality, will buy again. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Flavor was average, nothing special. | Very healthy choice, highly recommend. | Great value for money, very satisfied. | Loved the eco-friendly packaging. | Product expired sooner than expected. | Fresh and tasty, really enjoyed it. | Not fresh, disappointed with the purchase. | Too expensive for the quantity provided.",Norris LLC,72,35,33,58
GR100187,Groceries Everything 187,841.75,"Fresh and tasty, really enjoyed it. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Not fresh, disappointed with the purchase. | Product expired sooner than expected. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Loved the eco-friendly packaging. | Excellent quality, will buy again. | Flavor was average, nothing special.",Jenkins-Franco,100,68,95,39
GR100188,Groceries Analysis 188,141.28,"Very healthy choice, highly recommend. | Excellent quality, will buy again. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Too expensive for the quantity provided. | Loved the eco-friendly packaging. | Great value for money, very satisfied. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable.","Gonzalez, Smith and Stevens",44,51,65,45
GR100189,Groceries Imagine 189,997.21,"Flavor was average, nothing special. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Product expired sooner than expected. | Loved the eco-friendly packaging. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Too expensive for the quantity provided.",Montoya-Esparza,52,63,24,68
GR100190,Groceries International 190,261.83,"Very healthy choice, highly recommend. | Product expired sooner than expected. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Too expensive for the quantity provided. | Great value for money, very satisfied.","Mckinney, Thompson and Jones",50,38,85,88
GR100191,Groceries Scientist 191,412.41,"Loved the eco-friendly packaging. | Great value for money, very satisfied. | Quantity is less compared to price. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Excellent quality, will buy again. | Flavor was average, nothing special. | Perfect for daily use, very reliable. | Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine.",Nguyen Inc,55,22,41,61
GR100192,Groceries Travel 192,819.99,"Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Too expensive for the quantity provided. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Quantity is less compared to price. | Loved the eco-friendly packaging. | Flavor was average, nothing special. | Excellent quality, will buy again. | Very healthy choice, highly recommend.","Flynn, Lee and Powell",68,79,89,25
GR100193,Groceries None 193,839.62,"Loved the eco-friendly packaging. | Too expensive for the quantity provided. | Not fresh, disappointed with the purchase. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Flavor was average, nothing special. | Great value for money, very satisfied. | Excellent quality, will buy again.","Wallace, Morton and Tran",63,54,21,72
GR100194,Groceries She 194,392.82,"Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Product expired sooner than expected. | Great value for money, very satisfied. | Flavor was average, nothing special. | Excellent quality, will buy again. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Loved the eco-friendly packaging.",Cabrera and Sons,67,48,48,53
GR100195,Groceries Left 195,44.25,"Quantity is less compared to price. | Product expired sooner than expected. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend. | Fresh and tasty, really enjoyed it. | Excellent quality, will buy again. | Flavor was average, nothing special. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase.","Vang, Payne and Schwartz",49,94,80,88
GR100196,Groceries And 196,336.06,"Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it. | Very healthy choice, highly recommend. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Product expired sooner than expected. | Excellent quality, will buy again. | Perfect for daily use, very reliable.",White and Sons,32,89,90,29
GR100197,Groceries Feeling 197,101.91,"Great value for money, very satisfied. | Quantity is less compared to price. | Too expensive for the quantity provided. | Packaging was damaged but product was fine. | Very healthy choice, highly recommend. | Perfect for daily use, very reliable. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging. | Flavor was average, nothing special. | Not fresh, disappointed with the purchase. | Product expired sooner than expected.","Davis, Franco and White",62,64,35,47
GR100198,Groceries Consumer 198,906.24,"Not fresh, disappointed with the purchase. | Fresh and tasty, really enjoyed it. | Loved the eco-friendly packaging. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Excellent quality, will buy again. | Too expensive for the quantity provided. | Great value for money, very satisfied. | Perfect for daily use, very reliable. | Product expired sooner than expected.",Wilson-Anderson,35,46,83,22
GR100199,Groceries Really 199,704.01,"Perfect for daily use, very reliable. | Quantity is less compared to price. | Flavor was average, nothing special. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Too expensive for the quantity provided. | Great value for money, very satisfied. | Very healthy choice, highly recommend. | Excellent quality, will buy again.",Page-Maldonado,45,88,33,96
GR100200,Groceries Play 200,15.97,"Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Product expired sooner than expected. | Loved the eco-friendly packaging. | Quantity is less compared to price. | Excellent quality, will buy again. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Too expensive for the quantity provided. | Great value for money, very satisfied.",Carter-Austin,94,54,62,67
GR100201,Groceries First 201,338.49,"Great value for money, very satisfied. | Packaging was damaged but product was fine. | Flavor was average, nothing special. | Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Loved the eco-friendly packaging. | Perfect for daily use, very reliable. | Product expired sooner than expected. | Excellent quality, will buy again. | Very healthy choice, highly recommend. | Too expensive for the quantity provided.",Nunez-Johnson,66,38,95,85
GR100202,Groceries Remember 202,120.08,"Quantity is less compared to price. | Excellent quality, will buy again. | Packaging was damaged but product was fine. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Too expensive for the quantity provided. | Fresh and tasty, really enjoyed it. | Perfect for daily use, very reliable. | Product expired sooner than expected. | Flavor was average, nothing special. | Loved the eco-friendly packaging. | Very healthy choice, highly recommend.",Miller-Huff,56,36,62,54
GR100203,Groceries Newspaper 203,793.07,"Not fresh, disappointed with the purchase. | Packaging was damaged but product was fine. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Quantity is less compared to price. | Excellent quality, will buy again. | Loved the eco-friendly packaging. | Perfect for daily use, very reliable. | Very healthy choice, highly recommend. | Flavor was average, nothing special. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected.","Paul, Miller and Thompson",22,54,89,71
GR100204,Groceries Which 204,314.85,"Not fresh, disappointed with the purchase. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Very healthy choice, highly recommend. | Too expensive for the quantity provided. | Packaging was damaged but product was fine. | Great value for money, very satisfied. | Excellent quality, will buy again. | Product expired sooner than expected.",Hampton-Murphy,45,96,74,81
GR100205,Groceries Method 205,603.88,"Packaging was damaged but product was fine. | Loved the eco-friendly packaging. | Perfect for daily use, very reliable. | Flavor was average, nothing special. | Excellent quality, will buy again. | Quantity is less compared to price. | Not fresh, disappointed with the purchase. | Great value for money, very satisfied. | Too expensive for the quantity provided. | Fresh and tasty, really enjoyed it. | Product expired sooner than expected. | Very healthy choice, highly recommend.",Kennedy-Phillips,34,97,95,71
GR100206,Groceries Left 206,562.52,"Great value for money, very satisfied. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Excellent quality, will buy again. | Very healthy choice, highly recommend. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Not fresh, disappointed with the purchase. | Product expired sooner than expected. | Loved the eco-friendly packaging. | Quantity is less compared to price.",Barnes Inc,85,49,50,66
GR100207,Groceries Address 207,892.5,"Product expired sooner than expected. | Very healthy choice, highly recommend. | Great value for money, very satisfied. | Not fresh, disappointed with the purchase. | Excellent quality, will buy again. | Flavor was average, nothing special. | Too expensive for the quantity provided. | Quantity is less compared to price. | Perfect for daily use, very reliable. | Fresh and tasty, really enjoyed it. | Packaging was damaged but product was fine. | Loved the eco-friendly packaging.",Smith-Pace,47,67,95,73
