product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,category,public_sentiment_score
BE100486,Beauty Magazine 486,771.68,"Texture is smooth and easy to apply. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Too oily and sticky after use. | Caused irritation on my skin. | Helped improve my skin glow. | Not suitable for sensitive skin. | Very affordable and effective product.",Parker-Jones,21.0,64.0,92.0,60.0,Beauty,95.82
BE100487,Beauty Actually 487,961.12,"Too oily and sticky after use. | Caused breakouts after a week. | Helped improve my skin glow. | Very affordable and effective product. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Doesn’t last long, fades quickly.",Turner Inc,73.0,54.0,68.0,82.0,Beauty,95.82
BE100488,Beauty Report 488,869.19,Caused breakouts after a week. | Helped improve my skin glow. | Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Bottle design is very convenient. | Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Caused irritation on my skin. | Too oily and sticky after use. | Not suitable for sensitive skin.,Walker Ltd,35.0,61.0,49.0,44.0,Beauty,96.61
BE100489,Beauty Minute 489,94.83,"Not suitable for sensitive skin. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused irritation on my skin. | Helped improve my skin glow. | Very affordable and effective product.","Brooks, Smith and Humphrey",74.0,24.0,60.0,100.0,Beauty,96.61
BE100490,Beauty Point 490,311.75,"Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Too oily and sticky after use. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Caused irritation on my skin. | Caused breakouts after a week.",Jones-Fox,62.0,46.0,22.0,72.0,Beauty,96.61
BE100491,Beauty Understand 491,13.94,"Moisturizes well and feels refreshing. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Caused irritation on my skin. | Too oily and sticky after use. | Perfect for daily skincare routine. | Caused breakouts after a week. | Not suitable for sensitive skin. | Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply.","Miranda, Hunter and Roth",80.0,89.0,59.0,52.0,Beauty,96.61
BE100492,Beauty Daughter 492,982.68,"Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Helped improve my skin glow. | Bottle design is very convenient. | Very affordable and effective product. | Caused irritation on my skin.",Hanson Inc,57.0,81.0,70.0,92.0,Beauty,95.82
BE100493,Beauty Available 493,735.27,"Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Perfect for daily skincare routine. | Very affordable and effective product. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Too oily and sticky after use.","Foley, Castro and Lawrence",64.0,51.0,51.0,25.0,Beauty,97.68
BE100494,Beauty Recognize 494,892.64,"Caused irritation on my skin. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Very affordable and effective product. | Perfect for daily skincare routine. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Bottle design is very convenient. | Not suitable for sensitive skin. | Caused breakouts after a week.",Obrien LLC,70.0,27.0,67.0,81.0,Beauty,96.61
BE100495,Beauty Rise 495,836.17,"Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Very affordable and effective product. | Bottle design is very convenient. | Not suitable for sensitive skin. | Helped improve my skin glow. | Caused irritation on my skin. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing.","Miller, Erickson and Phillips",61.0,37.0,90.0,85.0,Beauty,96.61
BE100496,Beauty Moment 496,679.85,"Moisturizes well and feels refreshing. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Caused irritation on my skin. | Too oily and sticky after use.",Watson-Roberts,43.0,97.0,90.0,28.0,Beauty,91.36
BE100497,Beauty Health 497,564.71,"Texture is smooth and easy to apply. | Caused breakouts after a week. | Helped improve my skin glow. | Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Caused irritation on my skin. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin.",Espinoza-Phillips,49.0,34.0,39.0,86.0,Beauty,94.55
BE100498,Beauty Actually 498,389.83,"Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Very affordable and effective product. | Perfect for daily skincare routine. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Caused irritation on my skin. | Too oily and sticky after use. | Moisturizes well and feels refreshing.","Griffin, Walker and Armstrong",56.0,45.0,54.0,35.0,Beauty,96.61
BE100499,Beauty Natural 499,547.27,"Not suitable for sensitive skin. | Caused irritation on my skin. | Very affordable and effective product. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Too oily and sticky after use.",Terry-White,72.0,72.0,43.0,74.0,Beauty,95.82
BE100500,Beauty Computer 500,6.84,"Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Helped improve my skin glow. | Not suitable for sensitive skin. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Caused irritation on my skin.","Cooley, Knight and Smith",82.0,63.0,59.0,59.0,Beauty,96.61
BE100501,Beauty Heart 501,340.63,"Caused irritation on my skin. | Helped improve my skin glow. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Too oily and sticky after use. | Caused breakouts after a week. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly.",Morris Group,30.0,51.0,96.0,45.0,Beauty,94.55
BE100502,Beauty Century 502,594.7,"Very affordable and effective product. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Too oily and sticky after use. | Caused breakouts after a week. | Helped improve my skin glow.","Miller, Ortiz and Martinez",97.0,47.0,71.0,57.0,Beauty,97.68
BE100503,Beauty Staff 503,325.9,"Helped improve my skin glow. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Very affordable and effective product. | Too oily and sticky after use. | Perfect for daily skincare routine.",Diaz-Stanley,42.0,58.0,58.0,54.0,Beauty,96.61
BE100504,Beauty Finish 504,163.73,"Very affordable and effective product. | Perfect for daily skincare routine. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Helped improve my skin glow. | Caused irritation on my skin. | Caused breakouts after a week.",Anderson Group,99.0,51.0,87.0,87.0,Beauty,94.62
BE100505,Beauty Oil 505,135.69,"Caused irritation on my skin. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Very affordable and effective product. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing.",Martinez-Beard,69.0,96.0,80.0,78.0,Beauty,96.61
BE100506,Beauty Purpose 506,775.52,"Very affordable and effective product. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Bottle design is very convenient.","Johnson, Rivas and Hanson",74.0,98.0,95.0,33.0,Beauty,96.61
BE100507,Beauty Without 507,207.9,Perfect for daily skincare routine. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Caused irritation on my skin. | Very affordable and effective product. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Helped improve my skin glow.,Miller PLC,74.0,37.0,100.0,66.0,Beauty,96.61
BE100508,Beauty Happy 508,85.17,"Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Caused breakouts after a week. | Too oily and sticky after use. | Very affordable and effective product. | Bottle design is very convenient. | Not suitable for sensitive skin.",Brown LLC,23.0,89.0,84.0,90.0,Beauty,94.62
BE100509,Beauty Girl 509,802.34,"Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Bottle design is very convenient. | Helped improve my skin glow. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant.",Miller-Koch,73.0,30.0,81.0,91.0,Beauty,96.76
BE100510,Beauty Moment 510,398.0,Caused irritation on my skin. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused breakouts after a week. | Helped improve my skin glow. | Bottle design is very convenient. | Not suitable for sensitive skin. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing.,Barry-Morales,80.0,51.0,100.0,61.0,Beauty,94.55
BE100511,Beauty Condition 511,610.51,"Bottle design is very convenient. | Perfect for daily skincare routine. | Caused irritation on my skin. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Very affordable and effective product. | Caused breakouts after a week. | Helped improve my skin glow. | Doesn’t last long, fades quickly.",Aguilar-Jones,97.0,39.0,21.0,70.0,Beauty,96.77
BE100512,Beauty Ground 512,328.21,Very affordable and effective product. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Bottle design is very convenient. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Too oily and sticky after use. | Perfect for daily skincare routine.,Rivera Group,24.0,59.0,25.0,38.0,Beauty,96.76
BE100513,Beauty Want 513,238.25,"Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Very affordable and effective product. | Caused breakouts after a week. | Bottle design is very convenient. | Helped improve my skin glow. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Too oily and sticky after use.",Harris Ltd,37.0,27.0,94.0,85.0,Beauty,96.76
BE100514,Beauty Type 514,83.5,"Too oily and sticky after use. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Helped improve my skin glow. | Very affordable and effective product. | Caused irritation on my skin. | Moisturizes well and feels refreshing.",Smith-Brewer,63.0,54.0,62.0,66.0,Beauty,96.61
BE100515,Beauty Must 515,868.62,"Doesn’t last long, fades quickly. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Bottle design is very convenient. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Caused breakouts after a week. | Not suitable for sensitive skin.","Rogers, Jackson and Washington",50.0,88.0,59.0,84.0,Beauty,96.44
BE100516,Beauty Contain 516,591.42,"Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Caused irritation on my skin. | Helped improve my skin glow. | Bottle design is very convenient. | Perfect for daily skincare routine. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Too oily and sticky after use.",Schmidt-Peterson,40.0,97.0,58.0,61.0,Beauty,91.07
BE100517,Beauty Campaign 517,847.66,Texture is smooth and easy to apply. | Caused irritation on my skin. | Too oily and sticky after use. | Moisturizes well and feels refreshing. | Bottle design is very convenient. | Helped improve my skin glow. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week.,Harris PLC,66.0,40.0,47.0,57.0,Beauty,96.76
BE100518,Beauty Message 518,560.3,"Doesn’t last long, fades quickly. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Perfect for daily skincare routine. | Bottle design is very convenient. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Very affordable and effective product. | Not suitable for sensitive skin.",Rangel-Zavala,49.0,43.0,99.0,32.0,Beauty,96.44
BE100519,Beauty Turn 519,28.57,"Caused breakouts after a week. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Perfect for daily skincare routine. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Too oily and sticky after use. | Helped improve my skin glow.",Morales LLC,74.0,36.0,82.0,63.0,Beauty,96.61
BE100520,Beauty Already 520,131.38,"Caused irritation on my skin. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Very affordable and effective product. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Caused breakouts after a week.","Johnson, Fleming and Harris",87.0,37.0,83.0,43.0,Beauty,96.61
BE100521,Beauty Middle 521,362.81,"Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Caused irritation on my skin. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Too oily and sticky after use. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Very affordable and effective product.",Rivera-Moore,88.0,31.0,31.0,49.0,Beauty,96.44
BE100522,Beauty Miss 522,622.52,"Caused breakouts after a week. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Bottle design is very convenient. | Too oily and sticky after use. | Very affordable and effective product.","Padilla, Martinez and Jordan",60.0,35.0,60.0,89.0,Beauty,96.61
BE100523,Beauty Call 523,466.71,"Bottle design is very convenient. | Texture is smooth and easy to apply. | Very affordable and effective product. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Helped improve my skin glow. | Caused irritation on my skin. | Too oily and sticky after use. | Not suitable for sensitive skin. | Caused breakouts after a week.",Young Inc,64.0,23.0,48.0,57.0,Beauty,96.61
BE100524,Beauty Seat 524,665.31,"Not suitable for sensitive skin. | Caused irritation on my skin. | Perfect for daily skincare routine. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Bottle design is very convenient. | Caused breakouts after a week. | Very affordable and effective product. | Helped improve my skin glow. | Doesn’t last long, fades quickly.",Oconnor PLC,93.0,53.0,42.0,42.0,Beauty,95.07
BE100525,Beauty Blue 525,339.59,"Texture is smooth and easy to apply. | Bottle design is very convenient. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Helped improve my skin glow. | Not suitable for sensitive skin. | Caused breakouts after a week. | Moisturizes well and feels refreshing. | Too oily and sticky after use.",Morris-Myers,99.0,65.0,99.0,93.0,Beauty,96.77
BE100526,Beauty Fear 526,372.42,"Too oily and sticky after use. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Caused irritation on my skin. | Helped improve my skin glow.",Rodriguez-Clark,49.0,94.0,70.0,76.0,Beauty,96.61
BE100527,Beauty General 527,792.32,"Caused irritation on my skin. | Too oily and sticky after use. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Very affordable and effective product.",Lambert-Ramos,96.0,96.0,64.0,98.0,Beauty,96.61
BE100528,Beauty Especially 528,631.44,"Helped improve my skin glow. | Caused breakouts after a week. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Too oily and sticky after use.",Smith and Sons,64.0,50.0,41.0,42.0,Beauty,97.68
BE100529,Beauty Speech 529,660.0,"Bottle design is very convenient. | Not suitable for sensitive skin. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Helped improve my skin glow. | Too oily and sticky after use. | Texture is smooth and easy to apply.",Warren Ltd,64.0,44.0,29.0,55.0,Beauty,97.68
BE100530,Beauty Who 530,164.4,"Too oily and sticky after use. | Moisturizes well and feels refreshing. | Bottle design is very convenient. | Perfect for daily skincare routine. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Texture is smooth and easy to apply.",Bernard-Smith,98.0,93.0,26.0,76.0,Beauty,94.87
BE100531,Beauty Three 531,418.12,"Helped improve my skin glow. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Perfect for daily skincare routine. | Very affordable and effective product. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply.",Cuevas Inc,64.0,43.0,92.0,20.0,Beauty,97.68
BE100532,Beauty Know 532,219.16,"Not suitable for sensitive skin. | Bottle design is very convenient. | Caused irritation on my skin. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Helped improve my skin glow. | Very affordable and effective product. | Doesn’t last long, fades quickly.",Stewart-Moore,74.0,84.0,34.0,91.0,Beauty,96.44
BE100533,Beauty To 533,122.2,"Doesn’t last long, fades quickly. | Too oily and sticky after use. | Very affordable and effective product. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Caused breakouts after a week. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Fragrance is long-lasting and pleasant.",Marquez-Lewis,78.0,44.0,96.0,22.0,Beauty,97.68
BE100534,Beauty Blood 534,396.61,Caused breakouts after a week. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Caused irritation on my skin. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Helped improve my skin glow.,Hill-Walker,24.0,47.0,65.0,33.0,Beauty,96.61
BE100535,Beauty Teacher 535,452.6,"Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Caused breakouts after a week. | Caused irritation on my skin. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Too oily and sticky after use. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Very affordable and effective product.",Adkins-Hayes,51.0,55.0,80.0,100.0,Beauty,90.53
BE100536,Beauty Live 536,50.31,"Too oily and sticky after use. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Caused irritation on my skin. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Doesn’t last long, fades quickly.",Weaver Inc,25.0,25.0,80.0,53.0,Beauty,96.61
BE100537,Beauty Offer 537,289.23,"Caused irritation on my skin. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Not suitable for sensitive skin. | Very affordable and effective product. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Too oily and sticky after use.",Houston PLC,45.0,85.0,70.0,89.0,Beauty,96.61
BE100538,Beauty Individual 538,111.41,"Bottle design is very convenient. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Caused irritation on my skin. | Too oily and sticky after use. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Very affordable and effective product.",Mitchell Group,56.0,86.0,57.0,88.0,Beauty,93.69
BE100539,Beauty Sense 539,298.36,"Bottle design is very convenient. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Too oily and sticky after use. | Caused breakouts after a week.","Davis, Bowers and Soto",32.0,91.0,31.0,70.0,Beauty,97.68
BE100540,Beauty Identify 540,545.03,"Texture is smooth and easy to apply. | Too oily and sticky after use. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Bottle design is very convenient. | Helped improve my skin glow. | Caused irritation on my skin. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly.",Howe and Sons,88.0,67.0,96.0,48.0,Beauty,96.76
BE100541,Beauty Reason 541,418.27,Not suitable for sensitive skin. | Bottle design is very convenient. | Too oily and sticky after use. | Caused irritation on my skin. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Helped improve my skin glow.,Anderson Inc,44.0,89.0,85.0,67.0,Beauty,96.61
BE100542,Beauty Support 542,212.99,"Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Perfect for daily skincare routine. | Bottle design is very convenient. | Too oily and sticky after use. | Very affordable and effective product. | Caused breakouts after a week. | Caused irritation on my skin. | Doesn’t last long, fades quickly.",Francis LLC,32.0,97.0,73.0,98.0,Beauty,96.61
BE100543,Beauty Question 543,969.86,"Very affordable and effective product. | Fragrance is long-lasting and pleasant. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Too oily and sticky after use. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Caused breakouts after a week. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Caused irritation on my skin.","Powell, Jones and Brock",39.0,86.0,58.0,98.0,Beauty,96.61
BE100544,Beauty Market 544,718.1,"Moisturizes well and feels refreshing. | Bottle design is very convenient. | Not suitable for sensitive skin. | Very affordable and effective product. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Too oily and sticky after use. | Caused irritation on my skin. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant.",Chen-Johnson,91.0,67.0,95.0,35.0,Beauty,95.07
BE100545,Beauty Involve 545,736.8,"Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Too oily and sticky after use. | Very affordable and effective product. | Perfect for daily skincare routine. | Caused breakouts after a week. | Helped improve my skin glow. | Caused irritation on my skin. | Bottle design is very convenient.",Armstrong Inc,79.0,84.0,58.0,76.0,Beauty,96.61
BE100546,Beauty Hour 546,37.26,"Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Helped improve my skin glow. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Too oily and sticky after use. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Very affordable and effective product.",Blackburn LLC,92.0,63.0,97.0,29.0,Beauty,97.77
BE100547,Beauty Industry 547,628.8,"Very affordable and effective product. | Helped improve my skin glow. | Caused irritation on my skin. | Caused breakouts after a week. | Perfect for daily skincare routine. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing.","Robinson, Shannon and Johnson",40.0,82.0,49.0,38.0,Beauty,96.61
BE100548,Beauty Let 548,841.99,"Texture is smooth and easy to apply. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Very affordable and effective product. | Bottle design is very convenient. | Caused irritation on my skin. | Helped improve my skin glow.",Perez-Gordon,80.0,65.0,67.0,86.0,Beauty,95.59
BE100549,Beauty Move 549,588.87,"Moisturizes well and feels refreshing. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Too oily and sticky after use. | Very affordable and effective product.",Wade-Ramos,98.0,38.0,50.0,55.0,Beauty,96.61
BE100550,Beauty One 550,76.37,"Helped improve my skin glow. | Bottle design is very convenient. | Too oily and sticky after use. | Caused breakouts after a week. | Caused irritation on my skin. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Not suitable for sensitive skin. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine.",Davis Group,45.0,83.0,44.0,23.0,Beauty,95.07
BE100551,Beauty Must 551,456.84,"Very affordable and effective product. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Too oily and sticky after use. | Caused breakouts after a week. | Perfect for daily skincare routine. | Caused irritation on my skin. | Bottle design is very convenient. | Texture is smooth and easy to apply. | Not suitable for sensitive skin.","Johnson, Ray and Hall",73.0,92.0,87.0,94.0,Beauty,96.61
BE100552,Beauty Apply 552,337.77,"Texture is smooth and easy to apply. | Helped improve my skin glow. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused irritation on my skin. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Too oily and sticky after use. | Very affordable and effective product. | Moisturizes well and feels refreshing.",Gray LLC,61.0,90.0,70.0,52.0,Beauty,96.61
BE100553,Beauty Weight 553,823.74,"Doesn’t last long, fades quickly. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Very affordable and effective product. | Too oily and sticky after use. | Helped improve my skin glow. | Not suitable for sensitive skin. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Bottle design is very convenient.",Phillips-Brewer,30.0,69.0,32.0,47.0,Beauty,96.34
